quotation,cusref,cusname,season,machine,complexity,gauge,qty quo,std_min,cost_min,knit_min,mup_min,tech_min,fin_min,quo_weight,gar_weight,wet_process,wet_process_cost,variable_cost ,yarn_cost,total_cost,sales_price,perc_ros,profit_pce,contrib_pce,contrib_min,profit
190216501,MERINO COCONA MOCK NECK,Joseph Abboud Gents,AW19N,Automatic,M,12,"11,200",85,2,53,32,0,5,320,305,Merino Anticockle,35,358,296,358,564,5,26,206,2,Y
190216601,MERINO COCONA VEST,Joseph Abboud Gents,AW19N,Automatic,M,12,"6,700",85,2,34,36,2,4,213,202,Merino Anticockle,35,258,204,258,417,-2,-8,159,2,N
190216701,MERINO COCONA TURTLENECK,Joseph Abboud Gents,AW19N,Automatic,M,12,"2,600",85,3,40,30,0,4,329,304,Merino Anticockle,35,372,310,372,600,-1,-4,228,3,N
190216901,M.C. BUTTON MOCK CARDIGAN,Moores Gents,AW19N,Automatic,M,12,800,85,5,54,52,9,5,372,345,Merino Anticockle,35,434,352,434,964,-10,-95,531,4,N
190216801,M. COCONA 5 BUTTON VEST,Moores Gents,AW19N,Automatic,M,12,400,85,5,70,68,7,3,402,343,Merino Anticockle,35,484,389,484,872,-44,-382,388,3,N
190216301,MERINO COCONA QUARTER ZIP,Joseph Abboud Gents,AW19N,Automatic,M,12,"17,100",85,2,49,34,9,5,349,320,Merino Anticockle,35,428,323,428,631,4,24,203,2,Y
190216401,MERINO COCONA POLO NECK,Joseph Abboud Gents,AW19N,Automatic,M,12,"3,100",85,2,42,18,15,5,380,344,Merino Anticockle,35,495,401,495,740,9,69,246,3,Y
190043404,LPELAGA  VEE,Devred SAS Gents,SS19N,Hand Flat,S,12,"5,000",95,1,80,27,7,5,275,252,Normal Wash Soft,15,126,88,126,240,-7,-18,114,1,N
190069514,HOLMES,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,12,"16,521",89,2,49,34,8,5,280,,Normal Wash Supersoft,28,124,80,137,374,26,98,250,3,Y
190185901,ANGELICA,Cape Union Mart Old Khaki Ladies,AW19S,Automatic,M,7,500,85,5,54,42,3,5,289,258,Normal Wash Soft,28,158,110,169,522,-34,-178,364,4,N
190186001,NERIA,Cape Union Mart Old Khaki Ladies,AW19S,Automatic,M,7,"2,100",85,3,45,30,3,5,578,516,Normal Wash Soft,28,222,169,234,487,1,6,265,3,Y
190185804,LEONA,Cape Union Mart Old Khaki Ladies,AW19S,Automatic,M,7,"3,100",85,2,40,32,3,5,420,375,Normal Wash Soft,28,295,246,306,485,3,13,191,2,Y
180060102,HS-UROSIC,Stockomani - Gents,AW19S,Hand Flat,S,7,"3,420",95,2,46,24,1,5,330,325,Normal Wash Std,15,266,221,266,417,7,31,151,2,Y
180062502,HS-UVESICnew,Stockomani - Gents,AW19N,Hand Flat,S,7,"5,700",95,2,55,25,1,5,325,321,Normal Wash Std,15,263,217,263,417,5,20,154,2,Y
180060002,HS-UCAMOSI,Stockomani - Gents,AW19N,Hand Flat,S,7,"4,560",95,2,65,30,11,5,380,370,Normal Wash Soft,15,330,244,330,533,6,30,203,2,Y
180062603,HS-UCAMNEW,Stockomani - Gents,AW19S,Hand Flat,S,7,"3,420",90,2,55,28,7,5,390,,Normal Wash Std,15,331,265,331,533,10,55,202,2,Y
180108118,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"57,832",90,1,60,33,5,2,283,257,Merino Anticockle,25,102,59,112,186,-14,-26,84,1,N
180108119,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"31,142",90,1,60,33,5,2,283,257,Merino Anticockle,25,104,59,114,196,-10,-19,92,1,N
190183701,H19022 -MPASSION,Devred SAS Gents,AW19N,Automatic,S,12,"3,001",89,2,67,70,19,5,350,315,Normal Wash Std,10,172,102,172,490,8,39,318,2,Y
190176504,2653M,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,10,"171,000",93,1,55,19,0,5,310,285,Machine Wash TEC Supersoft,68,346,274,346,469,5,22,123,2,Y
190118305,LAMBSWOOL FT CREW NECK 2652M,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,10,"279,000",93,1,52,19,0,5,312,289,Machine Wash TEC Supersoft,68,346,274,346,475,7,32,129,2,Y
190228603,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"7,300",89,2,52,43,0,9,465,423,Stay New Finish,15,176,126,176,468,22,103,292,3,Y
190228604,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"13,333",89,2,66,39,0,7,276,251,Normal Wash Supersoft,17,192,79,192,390,4,16,198,2,Y
190228606,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"6,804",89,2,74,29,2,5,310,282,Normal Wash Supersoft,17,136,89,136,404,17,67,268,2,Y
190229901,LADIES PONCHO,Stock Ladies,AW19S,Automatic,M,12,200,85,5,27,8,0,5,200,180,Cashmere Wash,40,588,546,588,699,-14,-99,111,3,N
190228502,JUMPER,Tesco Getns,AW19N,Hand Flat,S,10,"38,896",90,1,56,24,3,5,346,315,Merino Anticockle + Moth Repellent,47,337,268,337,459,5,25,122,1,Y
190228503,JUMPER,Tesco Getns,AW19N,Hand Flat,S,10,"42,401",90,1,60,23,3,5,346,315,Merino Anticockle + Moth Repellent,47,339,268,339,459,4,20,120,1,Y
190228504,JUMPER,Tesco Getns,AW19N,Hand Flat,S,10,"20,283",90,1,55,21,9,5,385,350,Merino Anticockle + Moth Repellent,47,385,297,385,515,3,16,130,1,Y
180108120,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"1,547",90,2,58,29,0,6,153,139,Stay New Finish,15,77,34,84,144,-80,-115,68,1,N
180108121,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"12,724",90,1,61,32,8,6,150,136,Enzyme Wash,16,73,33,81,154,-40,-62,81,1,N
180108122,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,10,"9,000",90,1,56,23,3,5,417,380,Stay New Finish,15,121,72,134,251,5,14,131,1,Y
180108124,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"39,800",90,1,61,28,0,6,292,265,Stay New Finish,15,172,129,190,335,18,59,163,2,Y
180108125,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"34,800",90,1,61,32,0,6,283,257,Stay New Finish,15,168,125,186,335,17,58,167,2,Y
180108126,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"6,000",90,2,65,30,0,6,293,266,Normal Wash Supersoft,17,178,129,197,353,5,19,175,2,Y
180108127,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,M,12,"5,000",90,2,63,32,4,6,322,293,Normal Wash Supersoft,17,191,141,210,372,3,11,181,2,Y
180108128,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,10,"14,500",90,1,56,23,3,5,420,382,Stay New Finish,15,153,104,168,280,4,11,128,1,Y
180108129,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,10,"21,500",90,1,56,23,3,5,435,395,Stay New Finish,15,126,75,139,263,12,32,137,2,Y
180108130,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,10,"5,000",90,2,57,23,3,5,435,395,Stay New Finish,15,120,75,134,263,2,6,143,2,Y
180108131,CONTRACT #,Dunnes Stores Gents,AW19N,Hand Flat,S,10,"25,500",90,1,57,23,3,5,418,380,Stay New Finish,15,150,101,164,280,9,25,131,1,Y
180120208,COTTON CAS,Glenmuir Gents,AW19N,Hand Flat,S,10,620,90,3,55,26,4,5,336,305,Machine Wash Soft,57,282,221,282,444,-24,-108,162,2,N
180120209,COTTON CAS,Glenmuir Gents,AW19N,Hand Flat,S,10,"2,420",90,2,62,26,3,5,404,367,Machine Wash Soft,57,333,265,333,444,-18,-79,111,1,N
180120210,COTTON CAS,Glenmuir Gents,AW19N,Hand Flat,S,10,"1,040",90,3,58,31,11,5,413,375,Machine Wash Soft,57,360,271,360,503,-35,-176,144,1,N
180120211,COTTON CAS,Glenmuir Gents,AW19N,Hand Flat,S,10,"4,360",90,2,62,26,3,5,404,367,Machine Wash Soft,57,333,265,333,444,-9,-38,111,1,N
190162602,LAMBSWOOL CREW NK 3,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"88,500",90,1,52,25,0,6,351,329,Machine Wash Supersoft,57,339,268,339,436,0,0,97,1,Y
190193017,JECLOUD-sl 35,Celio Paris Gents,AW19N,Hand Flat,S,12,"99,360",93,1,85,29,0,5,236,,Cashmere Wash,40,"1,011",957,"1,011","1,188",3,33,177,1,Y
190058506,T51.519,Woolworths Classic Collection Knitwear Gents,AW19S,Hand Flat,S,12,"1,200",93,1,94,27,0,5,267,,Normal Wash Soft,28,114,74,114,246,-9,-22,132,1,N
190059405,T51523,Woolworths Classic Collection Knitwear Gents,AW19S,Automatic,S,12,"1,200",89,2,44,23,0,5,305,287,Normal Wash Soft,28,127,85,127,256,5,14,128,2,Y
180120206,COTTON CAS,Glenmuir Gents,SS19N,Automatic,M,10,810,89,4,85,41,11,5,416,378,Stay New Finish,15,281,212,281,573,-43,-248,291,2,N
180120207,COTTON CAS,Glenmuir Gents,SS19N,Automatic,M,10,"1,710",89,2,98,40,10,5,479,435,Stay New Finish,15,313,247,313,616,-10,-64,303,2,N
180025304,LAMBSWOOL CREW NECK,Marks & Spencer Plc T30 Outlet Gents,AW19N,Hand Flat,M,10,"38,300",95,1,51,17,0,5,328,292,Machine Wash TEC Dry,68,363,289,363,502,9,46,140,2,Y
180025803,LAMBSWOOL VEE,Marks & Spencer Plc T30 Outlet Gents,AW19N,Hand Flat,M,10,"21,800",95,1,53,18,0,5,320,292,Machine Wash TEC Supersoft,68,355,282,355,502,8,42,148,2,Y
190161702,LAMBSWOOL,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"5,831",90,2,47,28,3,6,355,320,Machine Wash Supersoft,57,353,281,353,449,-9,-40,96,1,N
190161902,LAMBSWOOL ZIP NECK,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"30,700",90,1,47,24,11,6,363,329,Machine Wash Supersoft,57,370,282,370,527,10,54,157,2,Y
190206701,H19 025-MPCHOU,Devred SAS Gents,AW19N,Automatic,S,7,"2,050",89,2,55,29,4,5,475,481,Normal Wash Std,10,123,87,123,363,7,25,241,3,Y
190193010,FEMIRVE-SL35,Celio Paris Gents,AW19N,Hand Flat,S,12,"80,646",93,1,85,33,0,5,237,,Cashmere Wash,40,"1,015",961,"1,015","1,188",2,25,173,1,Y
190130101,LAMBSWOOL ZIP NECK,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,7,"35,000",93,1,52,31,9,5,365,340,Machine Wash TEC Supersoft,68,381,292,381,597,15,92,215,2,Y
190209501,T20.748,Woolworths (Pty) Ltd Mainstream Ladies,SS19S,Automatic,M,12,"5,460",85,2,67,24,4,5,305,250,Normal Wash Soft,28,162,108,162,281,-37,-105,119,1,N
190094401,T20.715,Woolworths (Pty) Ltd Mainstream Ladies,SS19S,Automatic,M,12,"6,500",85,2,45,48,0,5,201,165,Normal Wash Soft,28,100,51,100,249,-27,-68,150,2,N
190094402,T20.715,Woolworths (Pty) Ltd Mainstream Ladies,SS19S,Automatic,M,12,"1,700",85,3,45,48,0,5,201,165,Piece Dye Cotton,130,113,44,113,249,-69,-171,136,1,N
190095501,LACOSTE,Lacoste Gents SPW,AW19N,Automatic,M,12,"9,580",85,2,57,38,1,5,402,365,Normal Wash Soft,28,252,164,252,839,46,384,586,6,Y
190101101,AH8544,Lacoste Gents SPW,AW19N,Automatic,M,12,"19,237",85,2,59,45,1,5,553,495,Heavy Garment Wash,40,461,359,461,790,16,126,329,3,Y
190198301,H19021-MPIECE,Devred SAS Gents,AW19N,Automatic,S,12,"3,300",85,2,48,27,0,5,250,233,Piece Dye Cotton,130,122,55,122,336,13,45,213,3,Y
190107902,DENE,Cape Union Mart Old Khaki Ladies,SS19S,Automatic,M,12,"1,000",85,5,58,54,2,3,271,250,Piece Dye Cotton,130,118,52,130,465,-58,-271,347,3,N
190182406,Turtle neck - same as LY,Devred SAS Gents,AW19N,Automatic,S,14,"62,000",85,2,48,40,0,5,255,245,Merino Anticockle,35,355,299,355,525,4,22,170,2,Y
190228501,JUMPER,Tesco Getns,AW19N,Hand Flat,S,10,"3,100",90,2,53,25,12,6,392,356,Merino Anticockle + Moth Repellent,47,401,302,401,527,-5,-28,126,1,N
190228601,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"2,644",89,2,50,32,6,7,512,465,Normal Wash Supersoft,17,257,144,257,517,7,34,260,3,Y
190216502,MERINO COCONA MOCK NECK,Joseph Abboud Gents,AW19N,Automatic,M,12,715,85,2,56,32,0,5,390,305,Merino Anticockle,35,435,367,435,646,4,23,211,2,Y
190216602,MERINO COCONA VEST,Joseph Abboud Gents,AW19N,Automatic,M,12,350,85,2,35,36,2,4,235,202,Merino Anticockle,35,284,229,284,496,8,41,212,3,Y
190216702,MERINO COCONA TURTLENECK,Joseph Abboud Gents,AW19N,Automatic,M,12,265,85,3,44,30,0,4,382,304,Merino Anticockle,35,437,370,437,687,1,6,251,3,Y
190216302,MERINO COCONA QUARTER ZIP,Joseph Abboud Gents,AW19N,Automatic,M,12,"1,016",85,2,53,34,9,5,395,320,Merino Anticockle,35,488,379,488,711,5,35,223,2,Y
190216202,MERINO COCONA V-NECK,Joseph Abboud Gents,AW19N,Automatic,M,12,"1,388",85,2,50,34,0,5,351,290,Merino Anticockle,35,387,322,387,602,8,50,215,2,Y
190214001,WKN 60241443,Country Road Clothing PTY Ltd Ladies,AW19S,Automatic,M,7,"4,280",85,2,47,39,0,5,416,413,Heavy Garment Wash,40,606,524,606,910,11,102,305,3,Y
190224701,DELLY C AMOUR INT,Zadig & Voltaire Ladies,AW19N,Automatic,C,5,676,85,5,36,30,0,5,205,219,Cashmere Wash,40,"1,130","1,046","1,194","1,554",2,37,424,6,Y
190224801,DELLY C ROCK BROD,Zadig & Voltaire Ladies,AW19N,Hand Flat,C,5,"2,788",93,2,70,44,4,5,223,231,Cashmere Wash,40,"1,285","1,119","1,352","1,628",2,36,343,3,Y
180122303,MENS KNITW,Tesco International Gents,AW19N,Hand Flat,S,10,"33,552",90,1,68,24,3,5,346,315,Machine Wash Std,57,346,268,346,464,2,8,118,1,Y
180122304,MENS KNITW,Tesco International Gents,AW19N,Hand Flat,S,10,"41,185",90,1,60,23,3,5,346,315,Machine Wash Std,57,343,268,343,459,3,16,116,1,Y
190190101,F19RESSW-35,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,12,"8,388",85,2,127,39,4,5,351,325,Normal Wash Soft,28,361,280,384,760,7,50,400,2,Y
190190102,F19RESSW-35,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,12,"1,495",85,2,135,36,4,5,416,325,Normal Wash Soft,28,416,332,441,827,6,51,411,2,Y
190174701,F19TVTSW-04,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,12,"16,922",85,2,52,34,9,5,402,373,Normal Wash Supersoft,28,509,380,531,714,3,20,205,2,Y
190174702,F19TVTSW-04,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,12,"2,956",85,2,55,34,9,5,467,373,Merino Wash,28,574,441,598,787,3,23,213,2,Y
190167301,F191905SW-21,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,"3,358",85,2,69,29,0,5,421,390,Normal Wash Soft,28,342,280,342,626,9,55,284,3,Y
190167302,F191905SW-21,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,535,85,2,73,29,0,5,486,390,Normal Wash Soft,28,388,322,409,677,8,51,289,3,Y
190166901,F1919055W-18,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,"6,482",85,2,54,39,9,5,410,380,Normal Wash Soft,28,446,354,470,790,14,107,345,3,Y
190166902,F1919055W-18,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,"1,070",85,2,57,39,9,5,475,380,Normal Wash Soft,28,505,410,532,860,13,110,355,3,Y
190166801,F1919055W-17,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,"6,562",85,2,52,40,14,5,404,374,Normal Wash Supersoft,28,414,343,437,767,14,107,353,3,Y
190166802,F1919055W-17,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,"1,100",85,2,55,40,14,5,469,374,Normal Wash Soft,28,472,398,498,840,14,114,368,3,Y
190189901,F191905SW-31,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,243,85,5,69,32,0,5,472,445,Normal Wash Supersoft,28,400,333,420,658,-44,-292,259,2,N
190189902,F191905SW-31,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW19N,Automatic,M,7,59,85,5,73,32,0,5,536,445,Normal Wash Supersoft,28,456,385,478,731,-41,-296,275,3,N
190082202,MKN 60234938,Country Road Clothing PTY Ltd Gents,AW19S,Automatic,M,5,755,85,3,79,36,7,5,885,790,Normal Wash Supersoft,28,792,670,792,"1,135",-4,-51,343,3,N
190193022,FEMIRVE-SL35,Stockomani - Gents,AW19N,Hand Flat,S,12,"8,820",93,1,85,33,0,5,242,,Cashmere Wash,40,"1,070",970,"1,070","1,341",9,122,271,2,Y
190043405,LPELAGA  VEE,Devred SAS Gents,SS19N,Hand Flat,S,12,"5,800",95,1,80,27,7,5,275,252,Normal Wash Soft,15,125,87,125,236,-9,-20,111,1,N
190225701,04519088/PULL 11,Mr Blue Gents,AW19N,Automatic,M,12,"1,000",89,2,60,27,16,5,352,320,Heavy Garment Wash,14,254,154,281,510,12,59,256,2,Y
190225801,04519188,Mr Blue Gents,AW19N,Automatic,M,12,"1,200",89,2,65,27,12,5,380,346,Heavy Garment Wash,14,228,166,255,497,14,70,269,2,Y
190225901,04519040/PULL 13,Mr Blue Gents,AW19N,Automatic,M,12,"1,100",89,2,60,27,16,5,352,320,Heavy Garment Wash,14,259,154,287,531,14,75,272,3,Y
190225401,PESTONITA OPTION 2,Celio Paris Gents,AW19N,Automatic,S,12,"8,001",89,2,70,35,3,5,290,268,Acid Wash(available only in Bdesh),140,116,42,116,314,6,19,198,2,Y
190043302,MPCREW,Devred SAS Gents,AW19N,Automatic,S,12,"3,001",89,2,62,26,0,5,265,250,Normal Wash Std,10,126,92,126,304,6,17,178,2,Y
190227001,LDS CBLE BOYFRIEND CARDI,The House Of Bruar Ladies,AW19N,Automatic,S,7,795,85,5,53,54,6,5,291,286,Normal Wash Soft,28,365,264,411,867,-12,-102,501,4,N
190228801,MENS CLASSIC VEE NECK,The House Of Bruar Gents,AW19N,Hand Flat,S,7,"3,225",93,2,53,25,0,5,319,291,Normal Wash Soft,28,335,282,365,576,17,100,241,3,Y
190228901,MENS CLASSIC SLIPOVER,The House Of Bruar Gents,AW19N,Hand Flat,S,7,"1,420",93,3,30,32,0,5,212,196,Normal Wash Soft,28,237,192,263,491,5,26,254,4,Y
190229001,MENS CLASSICV CARDIGAN,The House Of Bruar Gents,AW19N,Hand Flat,S,7,480,93,3,65,26,14,5,338,312,Normal Wash Soft,28,427,301,469,807,1,8,380,3,Y
190229101,MENS CLASSIC WAISTCOAT,The House Of Bruar Gents,AW19N,Hand Flat,S,7,150,93,3,38,33,19,5,239,227,Normal Wash Soft,28,340,217,377,713,7,53,373,4,Y
190229201,MENS CABLE C/NK - MCS01C,The House Of Bruar Gents,AW19N,Automatic,S,7,505,85,5,42,31,0,5,376,372,Normal Wash Soft,28,395,336,439,838,5,45,443,6,Y
190229301,MENS COUNTRY T-ZIP,The House Of Bruar Gents,AW19N,Hand Flat,S,7,645,93,3,53,34,8,5,304,272,Normal Wash Soft,28,350,273,387,701,2,11,351,3,Y
190229401,MENS COUNTRY T-ZIP,The House Of Bruar Gents,AW19N,Hand Flat,S,7,290,93,3,58,41,12,5,329,297,Normal Wash Soft,28,395,296,439,840,7,57,445,4,Y
190229501,MENS COUNTRY GILET,The House Of Bruar Gents,AW19N,Hand Flat,S,7,225,93,3,40,47,12,3,228,197,Normal Wash Soft,28,302,211,337,678,5,34,377,4,Y
180092902,ELK148,The Edinburgh Woollen Mill Limited Ladies,AW19N,Hand Flat,M,7,"3,504",95,2,59,44,9,5,369,322,Normal Wash Supersoft,17,221,140,259,348,-18,-62,127,1,N
180122401,PONCHO,Stock Ladies,AW18S,Automatic,M,12,200,85,5,27,8,0,5,270,180,Cashmere Wash,40,767,736,767,699,-40,-277,-68,-2,N
190224601,ARMBAND ZIP THROUGH,Marks & Spencer Plc T30 Gents,AW19N,Automatic,M,12,"8,043",89,2,94,41,12,5,586,530,Normal Wash Soft,10,192,120,192,506,12,61,313,2,Y
180093103,ELK852,The Edinburgh Woollen Mill Limited Ladies,AW19N,Automatic,M,7,"7,007",89,2,45,28,0,5,327,305,Normal Wash Supersoft,17,171,122,205,307,-2,-5,137,2,N
190236001,MPACTOL,Devred SAS Gents,AW19N,Automatic,S,7,"4,100",85,2,52,25,9,5,350,306,Felted Finish,40,319,248,319,591,13,76,272,3,Y
190230001,MEN'S PULL,Matalan Retail Ltd Easy Gents,AW19N,Hand Flat,S,7,"53,804",90,1,48,24,0,6,363,330,Stay New Finish,15,276,223,284,394,8,31,117,1,Y
190230002,MEN'S PULL,Matalan Retail Ltd Easy Gents,AW19N,Hand Flat,S,7,"5,085",90,1,50,25,0,6,363,330,Stay New Finish,15,276,223,284,390,7,25,114,1,Y
190230003,MEN'S PULL,Matalan Retail Ltd Easy Gents,AW19N,Hand Flat,S,7,"5,454",90,2,44,22,9,5,393,357,Stay New Finish,15,312,245,321,437,0,1,125,2,Y
190230004,MEN'S PULL,Matalan Retail Ltd Easy Gents,AW19N,Hand Flat,S,7,"4,446",90,2,56,26,3,5,415,377,Stay New Finish,15,320,259,329,437,-5,-23,117,1,N
190226501,LADIES CLASSIC CREW NECK,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,"2,945",93,2,43,27,0,5,249,247,Normal Wash Soft,28,271,222,298,515,14,74,244,3,Y
190226601,LADIES CLASSIC V NECK,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,"1,285",93,3,58,27,0,5,241,243,Normal Wash Soft,28,263,215,291,528,-7,-38,264,3,N
190226701,LADIES CLASSIC ROLL NECK,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,"2,690",93,2,43,31,0,5,263,268,Normal Wash Soft,28,282,233,309,520,11,59,238,3,Y
190226801,LDS CLASSIC CRW NCK CARDI,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,"1,810",93,2,43,25,12,5,257,257,Normal Wash Soft,28,345,228,379,659,19,122,315,4,Y
190226901,LDS CTRY V NCK SLIPOVER,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,430,93,3,42,29,0,3,140,139,Normal Wash Soft,28,169,129,192,434,3,15,265,4,Y
190227201,LADIES BOYFRIEND CARDIGAN,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,500,93,3,65,42,6,10,302,304,Normal Wash Soft,28,388,269,433,865,7,63,477,4,Y
190227301,LADIES T ZIP,The House Of Bruar Ladies,AW19N,Hand Flat,S,7,795,93,3,51,34,8,5,258,255,Normal Wash Soft,28,308,234,343,666,4,25,358,4,Y
190061908,SIMON,Edgars  Stone Harbour Gents,AW19S,Hand Flat,S,12,"3,001",95,2,77,25,0,5,250,245,Normal Wash Soft,28,84,50,111,279,4,12,195,2,Y
190218102,PELAGA,Devred SAS Gents,AW19N,Hand Flat,S,12,"10,500",90,1,80,27,7,5,275,250,Normal Wash Soft,10,122,89,122,241,-5,-13,118,1,N
190219911,H19 088 - MPSHEEP-Yarn Dyed,Devred SAS Gents,AW19N,Hand Flat,S,7,"17,550",93,1,54,24,0,5,280,260,Felted Finish,40,245,192,245,374,5,20,129,2,Y
190233001,LADIES STY,Charterhouse Holdings Plc Gents,AW19N,Hand Flat,S,12,"2,000",93,2,132,43,6,6,347,315,Steam,20,112,70,112,337,-47,-157,225,1,N
180107311,MIBEACASH,Celio Paris Accessories Gents,AW18N,Automatic,S,7,"3,240",85,2,11,3,0,3,50,0,Cashmere Wash,40,262,220,262,341,12,42,79,5,Y
180102213,MIECASH,Celio Paris Accessories Gents,AW18N,Automatic,S,7,"3,001",85,2,14,7,0,3,160,0,Cashmere Wash,40,745,684,745,903,12,106,158,6,Y
180077208,FA-UTOMIR,Stockomani - Ladies,AW19N,Automatic,S,12,"4,200",85,2,53,26,1,5,185,178,Cashmere Wash,40,859,759,859,"1,195",13,156,336,4,Y
190228701,MENS CLASSIC CREW NECK,The House Of Bruar Gents,AW19N,Hand Flat,S,7,"3,440",93,2,53,23,0,5,317,293,Normal Wash Soft,28,333,280,364,576,18,105,243,3,Y
190233503,MENS SWEAR,Dunnes Stores Gents,AW19N,Hand Flat,S,7,"11,326",90,1,53,27,0,5,326,296,Merino Anticockle + Moth Repellent,47,310,252,331,399,-6,-24,89,1,N
190233504,MENS SWEAR,Dunnes Stores Gents,AW19N,Hand Flat,S,7,"13,009",90,1,53,28,0,5,326,296,Merino Anticockle + Moth Repellent,47,310,252,331,399,-7,-27,89,1,N
190233505,MENS SWEAR,Dunnes Stores Gents,AW19N,Hand Flat,S,12,"4,003",90,2,47,30,7,6,220,200,Stay New Finish,15,146,100,163,312,6,19,166,2,Y
190177701,CHEST STRIPE CREW,Marks & Spencer Plc T30 Gents,AW19N,Automatic,M,12,"8,899",89,2,75,36,0,5,506,445,Normal Wash Soft,10,147,104,147,360,6,22,213,2,Y
190199101,FINE CHEST STRIPE,Marks & Spencer Plc T30 Gents,AW19N,Automatic,M,12,"4,314",89,2,53,36,0,5,463,410,Normal Wash Soft,10,135,94,135,356,14,50,221,2,Y
190220913,MPANDAURO,Devred SAS Gents,AW19N,Automatic,S,7,"4,400",85,2,75,33,0,5,348,333,Normal Wash Soft,28,305,251,305,587,7,43,282,2,Y
190177901,C18049,Salsa Gents,AW19N,Automatic,M,12,"2,000",89,2,66,40,3,5,285,290,Acid Wash(available only in Bdesh),140,129,48,165,420,5,19,291,3,Y
190221311,H19087NEW PLAMB,Devred SAS Gents,AW19N,Hand Flat,S,7,"11,250",93,1,64,24,0,5,280,283,Felted Finish,40,250,197,250,400,4,15,149,2,Y
190043406,LPELAGA  VEE,Devred SAS Gents,SS19N,Hand Flat,S,12,"1,000",95,1,80,27,7,5,275,252,Normal Wash Soft,15,133,94,133,233,-13,-31,100,1,N
190069517,HOLMES,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,12,"4,000",89,2,51,33,5,5,280,,Normal Wash Supersoft,28,124,80,136,375,13,50,251,3,Y
180093002,ELK851,The Edinburgh Woollen Mill Limited Ladies,AW19N,Hand Flat,M,7,"8,210",95,1,58,24,0,5,320,291,Normal Wash Supersoft,17,168,119,203,316,8,26,148,2,Y
190234801,LSK1443,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"1,252",90,3,48,24,0,5,360,327,Machine Wash Soft,57,354,274,354,480,-24,-114,126,2,N
190226301,MUSHROOM SHAWL FULL ZIP,Joseph Abboud Gents,AW19N,Automatic,M,3.5,"1,584",85,3,55,72,13,5,918,834,Normal Wash Supersoft,28,697,561,728,"1,006",-15,-147,309,2,N
190226302,MUSHROOM SHAWL FULL ZIP,Joseph Abboud Gents,AW19N,Automatic,M,3.5,116,85,3,58,72,13,5,984,894,Normal Wash Supersoft,28,747,606,780,"1,085",-12,-126,338,2,N
