quotation,cusref,cusname,season,machine,complexity,gauge,qty quo,std_min,cost_min,knit_min,mup_min,tech_min,fin_min,quo_weight,gar_weight,wet_process,wet_process_cost,variable_cost ,yarn_cost,total_cost,sales_price,perc_ros,profit_pce,contrib_pce,contrib_min,profit
180122301,MENS KNITW,Tesco International Gents,AW18N,Hand Flat,M,10,"5,495",90,2,55,21,9,5,405,368,Machine Wash TEC Std,45,373,290,373,503,-3,-16,130,1,N
180122302,MENS KNITW,Tesco International Gents,AW18N,Automatic,M,10,"1,592",89,2,67,50,6,6,441,408,Machine Wash TEC Std,45,396,316,396,503,-31,-157,106,1,N
180105601,BD MKT,OVS  Con S.P.A  Oviesse Gents,AW18N,Automatic,M,5,"4,478",89,2,109,66,12,6,770,700,Normal Wash Soft,15,211,146,248,303,-81,-246,93,0,N
180105602,BD MKT,OVS  Con S.P.A  Oviesse Gents,AW18N,Automatic,M,12,"3,610",89,2,87,33,0,5,352,320,Normal Wash Soft,15,107,73,137,242,-33,-81,136,1,N
180105603,BD MKT,OVS  Con S.P.A  Oviesse Gents,AW18N,Automatic,M,12,"5,470",89,2,57,31,0,5,336,305,Enzyme Wash,15,103,70,132,236,-12,-28,133,1,N
180105604,BD MKT,OVS  Con S.P.A  Oviesse Gents,AW18N,Automatic,S,10,"4,700",89,2,50,35,4,5,451,410,Normal Wash Soft,15,122,87,151,227,-25,-57,105,1,N
180108101,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"14,252",90,2,64,26,0,6,292,265,Normal Wash Supersoft,15,173,133,191,343,1,3,170,2,Y
180108102,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"12,730",90,1,65,31,0,6,283,257,Normal Wash Supersoft,15,169,129,187,343,11,38,174,2,Y
180108103,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"1,800",90,2,57,23,3,5,418,380,Normal Wash Soft,15,150,107,164,280,-3,-7,130,1,N
180108104,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"5,200",90,1,56,23,3,5,435,395,Normal Wash Soft,15,120,78,134,262,9,24,142,2,Y
180108105,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"1,501",90,2,56,23,7,5,420,382,Normal Wash Soft,15,147,111,162,280,-3,-8,133,1,N
180108106,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"5,100",90,1,57,23,3,5,435,395,Normal Wash Soft,15,120,78,134,262,9,24,142,2,Y
190001301,3GZM2T,Armani Gents,SS19N,Hand Flat,S,5,"1,569",95,2,73,26,2,5,611,580,Normal Wash Soft,28,208,141,256,473,5,26,265,3,Y
190123704,MERCETRISE,Woolworths W-Collection Gents,AW19S,Automatic,S,12,"2,200",85,3,49,37,8,5,355,319,Normal Wash Std,28,130,70,130,448,4,17,318,3,Y
190068911,RUSTIN V N,Cape Union Mart Old Khaki Gents,SS19S,Hand Flat,S,12,"30,001",95,1,87,32,9,5,260,,Normal Wash Soft,28,119,75,131,372,25,92,253,2,Y
180108006,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,10,"1,397",89,4,47,61,5,5,438,398,Normal Wash Soft,15,198,126,198,412,-56,-232,214,2,N
180108007,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,10,"8,533",89,2,43,47,4,5,383,348,Normal Wash Soft,15,181,111,181,370,7,27,189,2,Y
180108008,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"1,130",89,4,60,35,3,5,308,280,Normal Wash Soft,15,131,90,131,388,-35,-136,257,2,N
180108009,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,780,89,4,56,46,5,6,330,300,Normal Wash Soft,20,149,96,149,449,-30,-135,300,3,N
180108010,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"4,364",89,2,66,35,0,6,256,233,Normal Wash Supersoft,15,123,75,123,388,18,71,265,2,Y
180108011,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"1,312",89,4,71,56,0,5,257,234,Normal Wash Soft,15,115,75,115,429,-44,-190,314,2,N
180108012,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"1,335",89,4,56,44,0,5,311,283,Normal Wash Soft,15,132,91,132,377,-41,-154,246,2,N
180108013,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"3,072",89,2,209,49,0,5,380,345,Normal Wash Soft,15,152,110,152,525,-20,-107,372,1,N
180108014,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"8,017",89,2,70,42,0,6,272,247,Normal Wash Soft,15,128,80,128,388,16,63,259,2,Y
180108015,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"7,273",89,2,55,45,0,6,242,220,Normal Wash Soft,15,119,71,119,340,8,28,220,2,Y
180108016,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"5,567",89,2,70,38,5,3,358,325,Normal Wash Soft,15,154,104,154,412,11,46,258,2,Y
180108017,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,565,89,4,69,41,0,5,413,375,Normal Wash Soft,15,143,100,143,439,-32,-140,296,3,N
180108018,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,12,"4,857",89,2,50,37,0,5,316,287,Normal Wash Soft,10,117,77,117,377,25,93,261,3,Y
180108019,CONTRACT #,Betty Barclay Gents,AW18N,Hand Flat,S,10,500,90,4,45,15,0,9,299,272,Normal Wash Supersoft,15,133,87,133,422,8,35,289,4,Y
190003702,CROSS V COLLAR,POLO Gents,AW19S,Automatic,C,7,"1,501",85,3,51,31,10,5,505,510,Normal Wash Soft,28,209,131,255,657,19,125,448,5,Y
180102094,FMR QUOTAT,Betty Barclay Gents,AW18N,Automatic,S,12,500,89,4,68,34,5,3,339,308,Normal Wash Soft,15,151,97,151,421,-35,-148,270,2,N
190000703,3GZM2K,Armani Gents,SS19N,Automatic,S,12,"3,791",89,2,47,39,2,5,260,235,Normal Wash Std,28,112,56,122,420,31,132,308,3,Y
180098704,DEVREDAW18,Devred SAS Gents,AW18N,Automatic,S,7,"11,350",89,2,113,25,4,5,590,,Piece Dye Acrylic,70,242,128,242,479,-9,-41,237,2,N
180017402,CK7A18-705,Thomas Dean - Gents,AW18N,Automatic,M,12,85,89,2,80,48,8,5,328,298,Merino Anticockle,35,367,290,471,813,20,161,447,3,Y
180017202,CK5A18-705,Thomas Dean - Gents,AW18N,Automatic,M,12,"6,612",89,2,45,30,0,5,305,277,Steam,35,324,265,372,526,8,40,201,2,Y
180017203,CK5A18-705,Thomas Dean - Gents,AW18N,Automatic,M,12,39,89,2,45,30,0,5,305,277,Steam,35,324,265,408,546,11,60,221,3,Y
180017802,CK16A18-705,Thomas Dean - Gents,AW18N,Automatic,M,12,55,89,3,49,38,0,5,337,306,Merino Anticockle,35,364,301,464,727,10,73,363,4,Y
190106002,HKN 60236311,Trenery Gents,SS19S,Automatic,M,12,590,89,5,60,40,0,5,341,310,Merino Anticockle,35,467,398,467,645,-57,-370,178,2,N
190082201,MKN 60234938,Country Road Clothing PTY Ltd Gents,AW19S,Automatic,M,5,"2,200",85,3,69,38,9,5,927,828,Normal Wash Supersoft,28,746,625,746,"1,132",2,20,387,3,Y
190070601,4590B,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"3,500",89,2,80,45,11,5,548,485,Normal Wash Soft,15,229,130,229,433,-12,-54,204,1,N
190070701,4596B,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"3,518",89,2,80,36,0,5,503,445,Normal Wash Soft,15,165,108,165,353,-9,-32,188,2,N
190070801,4595B,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"4,714",89,2,85,36,0,5,503,445,Normal Wash Soft,15,167,110,167,353,-12,-43,186,1,N
190101201,4594B,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"6,406",89,2,70,36,13,5,579,512,Normal Wash Soft,15,214,122,214,417,-5,-21,203,2,N
190066701,2648M,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"16,237",89,2,42,36,0,5,384,340,Normal Wash Soft,15,137,83,137,258,-3,-9,121,1,N
190003302,CREW DENIM,POLO Gents,AW19S,Automatic,C,7,"1,501",85,3,56,32,1,5,595,592,Fresco(Denim) dye,130,213,87,259,657,20,128,444,5,Y
190004402,HCN PIQUE,POLO Gents,AW19S,Automatic,C,12,"1,501",85,3,51,49,13,5,435,428,Normal Wash Std,28,184,107,230,657,12,78,473,4,Y
190138402,CONAN,POLO Gents,AW19S,Hand Flat,C,12,"3,001",93,2,69,27,6,5,325,325,Normal Wash Std,28,159,87,201,570,36,204,411,4,Y
190138601,BOMBER,POLO Gents,AW19S,Hand Flat,C,7,"1,230",93,4,63,35,11,5,430,,Normal Wash Std,28,446,323,503,856,0,-1,410,4,N
190004302,PM987,POLO Gents,AW19S,Automatic,C,12,"1,501",85,3,72,49,13,5,355,344,Normal Wash Soft,28,176,101,225,707,9,64,531,4,Y
190138901,CREW PIQUE,POLO Gents,AW19S,Automatic,C,12,"5,060",85,2,55,23,5,5,385,,Piece Dye Cotton,130,162,61,199,467,19,90,305,3,Y
190118702,ALPHA VEE,Makro Gents,AW19S,Hand Flat,S,10,"2,250",95,2,51,23,0,5,375,360,Normal Wash Std,28,202,149,268,414,8,34,212,3,Y
190138502,CRWON,POLO Gents,AW19S,Hand Flat,C,7,"1,504",93,2,47,24,3,5,335,299,Machine Wash TEC Std,68,372,289,386,639,11,69,267,3,Y
190159401,DJ T09.566,David Jones (Pty) Ltd Re Ladies,AW19S,Automatic,M,3.5,600,85,5,24,27,0,5,566,505,Normal Wash Std,28,149,88,149,346,-27,-94,198,4,N
190159402,DJ T09.566,David Jones (Pty) Ltd Re Ladies,AW19S,Automatic,M,3.5,800,85,5,24,27,0,5,566,505,Normal Wash Std,28,223,159,223,379,-36,-136,156,3,N
190154301,P21,Mr Blue Gents,SS19N,Automatic,M,12,802,89,2,50,30,13,5,300,280,Heavy Garment Wash,14,236,127,263,505,7,38,269,3,Y
190154401,P16,Mr Blue Gents,SS19N,Automatic,M,12,500,89,2,50,30,13,5,300,280,Normal Wash Std,10,170,67,190,375,-7,-27,205,2,N
190154701,04312434& P20,Mr Blue Gents,SS19N,Automatic,M,12,"1,000",89,4,50,35,10,5,292,265,Normal Wash Soft,10,130,66,149,355,-44,-155,225,2,N
190154801,"0451104L,P10 &P14",Mr Blue Gents,SS19N,Automatic,M,12,"2,106",89,2,45,35,4,5,273,258,Heavy Garment Wash,14,155,114,176,401,8,33,246,3,Y
180035504,4520M,Marks & Spencer Plc T30 Gents,SS19N,Automatic,M,12,"3,269",85,2,103,30,0,5,338,308,Heavy Garment Wash,40,243,184,243,464,-19,-87,220,2,N
190043507,LPAROUL CARDIGAN,Devred SAS Gents,SS19N,Hand Flat,S,12,"5,650",95,1,73,41,6,5,355,325,Normal Wash Soft,15,177,119,177,351,2,7,174,1,Y
180041405,Button Cardigan,Woolworths Classic Collection Knitwear Gents,AW18S,Hand Flat,S,5,"3,001",95,2,50,48,9,5,880,,Normal Wash Soft,28,260,171,260,490,8,40,230,2,Y
190061702,T51.536,Woolworths Classic Collection Knitwear Gents,AW19S,Automatic,S,7,"1,501",85,3,47,24,9,5,610,553,Normal Wash Std,28,213,136,213,504,6,32,291,3,Y
190134401,SUP.044,Superbalist Gents,AW19S,Automatic,S,12,330,85,5,46,35,0,5,309,281,Normal Wash Std,28,107,68,129,328,-67,-221,221,3,N
190134301,SUP.045,Superbalist Gents,AW19S,Automatic,S,12,326,85,5,70,33,0,5,399,363,Fresco(Denim) dye,130,144,61,167,347,-101,-351,203,2,N
190154901,"04511240,P12,P13,04311044",Mr Blue Gents,SS19N,Automatic,M,12,600,89,2,45,36,4,5,282,256,Normal Wash Std,10,100,62,118,342,8,28,243,3,Y
190160001,"P12 ,P13,04311044",Mr Blue Gents,SS19N,Automatic,M,12,"1,503",89,2,45,36,4,5,282,256,Normal Wash Soft,10,101,62,115,283,-11,-32,183,2,N
180093203,YAK STITCH,John Lewis Overseas Plc Gents,SS19N,Automatic,C,7,725,89,5,51,21,0,5,378,360,Heavy Garment Wash,40,761,672,761,831,-42,-349,70,1,N
180108020,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,10,"2,082",89,3,52,28,2,5,453,412,Normal Wash Supersoft,15,176,129,176,394,-1,-5,218,2,N
180108107,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"20,454",90,1,61,28,0,6,292,265,Normal Wash Supersoft,15,173,133,191,343,16,56,170,2,Y
180108108,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"19,937",90,1,61,32,0,6,283,257,Normal Wash Supersoft,15,169,129,187,343,16,55,174,2,Y
190076102,T20.700,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Automatic,M,12,"11,600",85,2,66,36,0,10,381,331,Piece Dye Acrylic,70,157,86,157,316,-21,-66,159,1,N
190153001,SUP.042,Superbalist Gents,AW19S,Automatic,S,7,220,85,5,54,29,0,5,607,552,Normal Wash Std,28,159,106,183,389,-57,-223,230,3,N
190128801,SUP.038,Superbalist Gents,AW19S,Automatic,S,5,330,85,5,59,29,0,5,721,644,Normal Wash Std,28,190,131,214,391,-71,-276,201,2,N
190153101,SUP.043,Superbalist Gents,AW19S,Automatic,S,7,312,85,5,49,37,19,5,547,497,Piece Dye Cotton,130,217,78,243,468,-66,-311,251,2,N
190122301,SUP.037,Superbalist Gents,AW19S,Hand Flat,S,10,274,93,3,74,27,0,5,324,289,Normal Wash Std,28,111,71,133,320,-47,-151,208,2,N
190103101,WW T09.566,Woolworths (Pty) Ltd Re Ladies,AW19S,Automatic,M,3.5,"4,500",85,2,24,27,0,5,566,505,Normal Wash Std,28,149,88,149,347,21,74,198,4,Y
190103102,WW T09.566,Woolworths (Pty) Ltd Re Ladies,AW19S,Automatic,M,3.5,"1,000",85,5,24,27,0,5,566,505,Normal Wash Std,28,165,103,165,362,-26,-94,197,4,N
190103103,WW T09.566,Woolworths (Pty) Ltd Re Ladies,AW19S,Automatic,M,3.5,"1,000",85,5,24,27,0,5,566,505,Normal Wash Std,28,223,159,223,378,-36,-137,155,3,N
180108021,CONTRACT #,Betty Barclay Gents,AW18N,Automatic,M,10,"4,119",89,2,75,37,0,5,504,458,Normal Wash Supersoft,17,199,145,199,437,6,24,238,2,Y
180120201,COTTON CAS,Glenmuir Gents,AW18N,Hand Flat,S,10,"2,600",90,2,62,32,4,5,360,327,Normal Wash Soft,10,221,177,221,436,3,14,215,2,Y
180120202,COTTON CAS,Glenmuir Gents,AW18N,Automatic,M,10,"1,620",89,2,35,34,11,5,519,472,Normal Wash Soft,10,319,254,319,556,6,32,237,3,Y
180120203,COTTON CAS,Glenmuir Gents,AW18N,Automatic,M,10,"1,710",89,2,45,34,13,5,531,483,Normal Wash Soft,10,336,260,336,590,4,22,254,3,Y
180120204,COTTON CAS,Glenmuir Gents,AW18N,Automatic,M,10,760,89,4,58,35,11,5,480,436,Normal Wash Soft,10,305,235,305,556,-30,-165,250,2,N
180120205,COTTON CAS,Glenmuir Gents,AW18N,Automatic,M,10,720,89,4,105,35,11,5,430,391,Normal Wash Soft,10,280,211,280,590,-48,-282,310,2,N
180107401,CONTRACT #,Charterhouse Holdings Plc Gents,AW18N,Hand Flat,S,12,"2,000",90,2,82,40,0,5,288,262,Normal Wash Soft,10,171,130,188,333,-26,-87,162,1,N
190165006,BRODY,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,7,"1,501",85,3,73,39,14,5,640,,Normal Wash Std,28,213,145,228,640,4,26,427,3,Y
180108022,CONTRACT #,Betty Barclay Gents,AW18N,Hand Flat,M,12,"1,319",90,4,64,42,4,5,291,247,Normal Wash Supersoft,17,162,73,162,383,-57,-218,221,2,N
190184502,SETH,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,10,"1,501",85,3,57,29,5,5,480,445,Piece Dye Cotton,130,178,80,191,482,2,11,304,3,Y
190140701,WKN 60238271,Country Road Clothing PTY Ltd Ladies,AW19S,Automatic,M,7,"8,001",85,2,31,32,0,5,375,350,Heavy Garment Wash,40,531,455,531,722,7,54,191,3,Y
190156502,LOKI,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,5,"3,500",85,2,56,29,9,5,650,600,Normal Wash Std,28,176,120,189,401,4,16,225,2,Y
190155102,SENZO,Cape Union Mart Old Khaki Gents,AW19S,Hand Flat,S,5,"1,501",93,2,43,29,5,5,565,,Normal Wash Std,28,223,168,234,420,3,13,198,2,Y
190168701,LEMMY,Zadig & Voltaire Ladies,AW19N,Automatic,M,12,"1,200",85,4,57,80,18,10,322,322,Heavy Garment Wash,40,"1,272",875,"1,340","1,642",-14,-233,370,2,N
180080105,T20.683,Woolworths (Pty) Ltd Mainstream Ladies,AW18S,Automatic,M,12,"2,200",85,2,60,29,0,5,320,269,Piece Dye Acrylic,70,145,77,145,263,-26,-69,118,1,N
180098705,kplatine-1/2 card,Devred SAS Gents,AW18N,Automatic,S,7,"11,350",89,2,51,25,4,5,590,,Piece Dye Acrylic,70,246,131,246,435,7,28,189,2,Y
190127801,T20.722,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Automatic,M,14,"4,900",85,2,52,38,0,5,287,235,Normal Wash Std,28,127,73,127,328,-3,-11,201,2,N
190105902,HKN 60236278,Trenery Gents,SS19S,Automatic,M,12,"1,970",89,2,50,38,0,5,302,285,Merino Anticockle,35,381,322,381,522,-9,-46,141,2,N
190106102,HKN 60236279,Trenery Gents,SS19S,Automatic,M,12,"1,760",89,2,50,38,0,5,293,279,Merino Anticockle,35,371,312,371,522,-7,-35,151,2,N
190043403,LPELAGA  VEE,Devred SAS Gents,SS19N,Hand Flat,S,12,"10,900",95,1,75,26,8,5,275,252,Normal Wash Soft,15,110,72,110,214,-10,-22,103,1,N
180126802,MATALAN,Matalan Retail Ltd Easy Gents,AW18N,Hand Flat,S,7,"48,538",90,1,44,25,4,5,350,315,Normal Wash Supersoft,15,214,161,221,310,7,22,96,1,Y
190165901,FKN 60239211,Trenery Ladies,AW19S,Automatic,M,14,"10,040",85,2,48,53,0,5,201,195,MWTEC + Liquid Stretch,95,311,239,311,561,7,36,250,2,Y
190059606,T51.529,Woolworths Classic Collection Knitwear Gents,AW19S,Hand Flat,S,7,"1,501",95,2,79,29,0,5,635,571,Normal Wash Std,28,191,129,191,422,-6,-25,231,2,N
190112209,BUTTON CRA,Woolworths W-Collection Gents,AW19S,Hand Flat,S,5,"2,200",93,2,57,44,10,5,843,761,Normal Wash Soft,28,236,155,236,580,14,81,345,3,Y
180108023,CONTRACT #,Betty Barclay Gents,AW18N,Hand Flat,M,12,"2,442",90,2,56,45,6,6,275,248,Normal Wash Supersoft,17,138,69,138,383,-6,-23,245,2,N
190079103,T20.703,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Hand Flat,M,12,"5,000",93,1,90,39,0,5,297,240,Piece Dye Acrylic,70,125,60,125,258,-15,-38,133,1,N
190073503,T20.691,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Hand Flat,M,12,"5,000",93,1,92,34,0,5,276,230,Piece Dye Acrylic,70,115,56,115,228,-24,-54,114,1,N
190118301,LAMBSWOOL FT CREW NECK,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,10,"4,500",93,2,49,19,0,5,328,291,Machine Wash TEC Supersoft,68,349,276,349,456,-5,-23,107,1,N
190166301,HKN 60238239,Trenery Gents,AW19S,Automatic,M,10,"2,700",85,3,65,33,9,5,482,455,Heavy Garment Wash,40,510,435,510,746,-16,-117,235,2,N
180106001,FARAH MOD,Breuninger Ladies,AW18N,Automatic,M,7,"8,500",85,2,50,40,0,5,140,130,Normal Wash Std,28,26,8,26,188,-15,-28,162,2,N
190184901,LUKE CARDI,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,7,850,85,5,57,44,11,5,520,,Normal Wash Soft,28,196,129,209,678,-17,-118,482,4,N
180032605,Ridge Hoody,Cape Union Mart Old Khaki Gents,AW19N,Automatic,S,7,"2,100",89,3,72,38,13,5,735,692,Normal Wash Soft,28,235,168,247,653,4,29,418,3,Y
190113003,T51.538,Woolworths Classic Collection Knitwear Gents,AW19S,Hand Flat,S,7,"6,000",95,2,49,23,6,5,330,300,Machine Wash TEC Std,68,300,227,300,466,6,26,167,2,Y
180040103,LAMBSWOOL ZIP NECK,Marks & Spencer Plc T30 Gents,SS19N,Hand Flat,M,7,"1,600",93,2,49,27,5,5,372,345,Machine Wash TEC Supersoft,68,405,308,405,536,-13,-69,130,2,N
190135901,T681.027,Woolworths (Pty) Ltd Premium Ladies,AW19S,Automatic,M,12,"1,500",85,3,50,32,0,5,255,209,Normal Wash Std,28,555,488,555,869,5,40,314,4,Y
190180201,T681.028,Woolworths (Pty) Ltd Premium Ladies,AW19S,Automatic,M,12,750,85,5,70,47,0,5,277,227,Normal Wash Std,28,582,514,582,876,-39,-344,294,2,N
190184201,CARTER CRE,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,7,"1,000",85,5,57,27,8,5,549,520,Normal Wash Std,28,212,158,225,585,-21,-123,373,4,N
180108024,CONTRACT #,Betty Barclay Gents,AW18N,Hand Flat,M,12,510,90,4,55,55,5,14,297,258,Normal Wash Supersoft,17,178,75,178,482,-38,-183,305,2,N
190113005,T51.538,Woolworths Classic Collection Knitwear Gents,AW19S,Hand Flat,S,7,"1,600",95,2,47,23,6,5,330,300,Machine Wash TEC Std,68,296,224,296,438,1,4,142,2,Y
190102704,T692-MODER,Woolworths Edition Knitwear Gents,AW19S,Hand Flat,S,12,"1,000",95,1,71,39,0,5,250,235,Fresco(Denim) dye,130,103,36,103,277,3,8,174,2,Y
190166101,T20.732,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Automatic,M,7,"10,400",85,2,41,21,8,5,354,290,Heavy Garment Wash,40,182,121,182,314,-5,-16,132,2,N
190068914,RUSTIN V N,Cape Union Mart Old Khaki Gents,SS19S,Hand Flat,S,12,"5,000",95,1,87,32,9,5,250,,Normal Wash Soft,28,103,61,114,346,24,82,244,2,Y
190069513,HOLMES,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,12,"5,001",89,2,49,34,8,5,280,,Normal Wash Supersoft,28,111,67,123,348,21,72,238,2,Y
190095001,T20.729,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Automatic,M,7,"5,600",85,2,36,20,0,5,305,250,Heavy Garment Wash,40,160,102,160,294,0,-1,134,2,N
180080104,T20.683,Woolworths (Pty) Ltd Mainstream Ladies,AW18S,Automatic,M,12,"9,400",85,2,60,29,0,5,320,269,Piece Dye Acrylic,70,133,65,133,263,-21,-56,131,1,N
180108109,CONTRACT #,Dunnes Stores Gents,AW18N,Automatic,M,12,"1,000",89,4,93,33,7,5,480,436,Enzyme Wash,16,182,131,200,345,-104,-358,164,1,N
180108110,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"3,003",90,2,56,23,7,5,420,382,Normal Wash Soft,10,145,111,159,280,-2,-6,135,1,N
180108111,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"2,000",90,2,33,30,0,5,305,277,Normal Wash Soft,10,99,57,108,177,-15,-27,79,1,N
180108112,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"6,900",90,1,57,23,3,5,435,395,Normal Wash Soft,10,118,78,131,262,10,26,144,2,Y
180108113,CONTRACT #,Dunnes Stores Gents,AW18N,Automatic,M,12,"1,802",89,2,94,48,20,5,495,450,Normal Wash Supersoft,17,177,108,196,345,-66,-229,168,1,N
180108114,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,10,"3,298",90,2,57,23,3,5,418,380,Normal Wash Soft,10,148,107,162,280,-2,-5,132,1,N
180108115,CONTRACT #,Dunnes Stores Gents,SS19N,Hand Flat,S,10,"7,000",90,1,56,23,3,5,435,395,Normal Wash Soft,10,118,78,132,262,10,27,144,2,Y
190161701,LAMBSWOOL,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"5,831",90,2,47,28,3,6,355,320,Machine Wash Supersoft,57,353,280,353,450,-9,-39,97,1,N
190131302,LAMBSWOOL SLIPOVER,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,10,"9,000",93,1,30,25,0,3,212,192,Machine Wash TEC Supersoft,68,257,195,257,445,24,107,187,3,Y
190179401,T09-570,Woolworths (Pty) Ltd Re Ladies,SS19S,Automatic,M,3.5,"3,500",85,2,25,26,0,5,588,525,Piece Dye Cotton,130,262,137,262,399,3,12,137,2,Y
190035805,JPLOUF OPT 2,Devred SAS Gents,SS19N,Automatic,S,12,"1,000",89,2,55,38,7,5,325,310,Normal Wash Soft,15,137,100,137,351,9,32,215,2,Y
190130401,LAMBSWOOL CARDIGAN,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,7,"30,685",93,1,61,26,8,5,396,358,Machine Wash TEC Supersoft,68,413,324,413,635,15,95,222,2,Y
190131301,LAMBSWOOL SLIPOVER,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,10,"29,000",93,1,30,25,0,3,212,192,Machine Wash TEC Supersoft,68,255,192,255,445,24,109,189,3,Y
190161901,LAMBSWOOL ZIP NECK,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"30,700",90,1,47,24,9,6,362,329,Machine Wash Supersoft,57,369,281,369,529,11,60,160,2,Y
180020903,CORSE RAYE,Monoprix Exploitation Boys,AW19N,Hand Flat,S,7,"8,001",95,1,45,24,4,5,180,174,Machine Wash TEC Std,68,170,123,176,296,5,14,126,2,Y
180020904,CORSE PLAIN,Monoprix Exploitation Boys,AW18N,Hand Flat,S,7,"8,001",95,1,41,21,4,5,175,167,Machine Wash TEC Std,68,162,115,168,279,5,14,117,2,Y
190185604,EVAN,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,7,"3,550",85,2,53,29,5,5,630,590,Normal Wash Soft,28,220,163,233,435,4,19,215,2,Y
190180901,MORION,Cape Union Mart Poetry Ladies,AW19S,Hand Flat,M,10,750,93,3,92,33,0,5,289,258,Normal Wash Soft,28,176,137,188,564,-11,-60,388,3,N
190166501,OURSON,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,5,"1,501",85,3,54,26,9,5,700,,Normal Wash Soft,28,319,257,332,606,0,1,287,3,Y
180108117,CONTRACT #,Dunnes Stores Gents,AW18N,Hand Flat,S,12,"5,072",90,2,43,31,0,6,204,185,Normal Wash Supersoft,17,130,89,146,294,14,40,164,2,Y
190184506,SETH,Cape Union Mart Old Khaki Gents,AW19S,Automatic,S,10,"1,501",85,3,57,29,5,5,365,0,Piece Dye Cotton,130,144,62,157,481,9,44,337,4,Y
190068915,RUSTIN V N,Cape Union Mart Old Khaki Gents,SS19S,Hand Flat,S,12,"6,900",95,1,81,32,6,5,250,,Normal Wash Soft,28,121,72,133,369,26,96,248,2,Y
190127802,T20.722,Woolworths (Pty) Ltd Mainstream Ladies,AW19S,Automatic,M,14,"1,400",85,5,52,38,0,5,287,235,Piece Dye Cotton,130,142,59,142,328,-95,-312,186,2,N
190162601,LAMBSWOOL CREW NK 3,Next Retail Limited Gents,AW19N,Hand Flat,M,7,"88,500",90,1,52,25,0,6,351,329,Machine Wash Supersoft,57,339,267,339,436,0,0,97,1,Y
190216201,MERINO COCONA V-NECK,Joseph Abboud Gents,AW19N,Automatic,M,12,"19,500",85,2,45,34,0,5,311,290,Merino Anticockle,35,347,285,347,523,4,20,176,2,Y
